file_name,image_base64
mossy_stone_bricks,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJFBMVEWcmZyLiYt6j1V/f39zhVJ4dnhqbWpieUFjY2NabUFaWVpSXTmkhAt0AAAAmUlEQVR42mMQKHFSKVAS0WZgllRRFzY2r2RgtHR3N3acXMXAHDzR1dDUdBYDa2lwsblzmBWD6HTT0JLKydEMYTNTM8tnhloydKzuWLV6944OBiUHBikBBhYlhkJBYStGQ0ERBmFD4yjmwMBiBkNh8yxWU+OJDMbG4VEiysKhDKGp5VFCpsGmDGkzS60ip6aGMXTv3gE0p2M3ADw2J+CeoymwAAAAAElFTkSuQmCC
moss_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEVwki1sgDFkcjNQaSxJXidCVS3IKXzgAAAAeUlEQVR42g3JQRbCIAwFwA+vB9CoewnpntJ0Dwnd6yv3P4vOdtBnV1MveKW6XPJkTJqmm35wHYF3vwvOYov0mFEPlr6a4THqyW1VfH2ShXeDuycWjhi3au3hhi0OEp4R+8myiCnyJsGc/lWMBjWCHbTnkBgyYi6s6Qe+WRbFuV4qwgAAAABJRU5ErkJggg==
mud,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAFVBMVEVJSkxDREVGQD4+ODY6OD0zMjoyLTbNmEVsAAAAfklEQVR42g3JwRXCIBAFwB+fBQSDBYDbQMLiWSAUIOymgpD+S9C5DjZbWkl3hauNIqvCaNFzqR7bxx5f2ycEU8XtbsFGmilzx67icxkZwbeiPBEapdhne/zLvMjrgEs3nmoPsMLOnrziCJkuTYQrrs/2kAqVObr3qBDPymrkB/APHIll0hxTAAAAAElFTkSuQmCC
muddy_mangrove_roots_side,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAIVBMVEVaSCxJSkxDREVGQD5OPyc+ODY6OD1ENSIzMjo8LyMyLTagLszcAAAAmElEQVR42mOInJbS7poi4MlgwjHdnKOggYNBgWFqA5tDCjNDMEtZgxNDuxNDqHtGwyQWy1KG4PKOKWYu4VMZ0kraXJLLV05mCHVpZu+olCxjaGZJYW+dqV7CkMauwGlW0uHAYMkuwCbk4MrAoMIZwqTmwMbA0MCaXraqxamEYYlHZEWzuls6Q6eb5gyjyAogY3L4zLDOoikATvspdjX3PpMAAAAASUVORK5CYII=
muddy_mangrove_roots_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJ1BMVEVmUjRNTUpaSCxJSkxDREVGQD5OPyc+ODY6OD1ENSIzMjo8LyMyLTZkgdtBAAAAlUlEQVR42gVAsQqCQBj+aOgRmuOII/It6hWspc3h985/N8E1hHALisSt4SiuSUzzrsm5hwqkn5OJy85BJLYJsoghvY6oFlP4Qr2eNbc4NIENu9CDhC47mVkM7rHVwr3R700vc32DZJoHm4EhXBstt2aF3fGSU2EJQlYhj0rjHEfye18M+FViwmvysFcSTGMCy6lVZqb+D/07UmQ5A4MAAAAASUVORK5CYII=
mud_bricks,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAG1BMVEUAAABeSEFpUUZ+XUiMZ0+VcVCdeFyrhmGuj3E3l3raAAAAAXRSTlMAQObYZgAAAGRJREFUGBkFwYFRACEABLEcz9h/wcqabHejfu9G3S1iS3TWUbOYdqkpYhwqYfZ0ZbXKabUzUAf4lEiU7o/e37dRf992q22BzTvtWNKj7UxZnIPerdFW0I5Vr6Jq3yJSmj5hKqR/PVRhEKsAlUMAAAAASUVORK5CYII=
mushroom_block_inside,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEXXtoDOrnvHqHe/n26rkGafZMx8AAAAZElEQVR42hXGwRHCMBADQJ2HAiw5BSCRBsxQAAf995TJvhbZzFaE8Pd03KiY5p74alGSoRerMxZ8CDpExKHojTn8dmy0Z51iQHfuwjJiCkSRHy1kZ/mvgpRZjPFg57SCERG15gXeawz2UzlceAAAAABJRU5ErkJggg==
mushroom_stem,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAADFBMVEXTzMTNxr3HwbTCvKw/fD7aAAAAWUlEQVR42mNgmMDAwODmwODIIBXAwMJkEykixMLq6MrIsP//uv1MhvWC1xkcxHY6MjAwAKWjvh1hZLJmcTzPlCIqJcrw79f/f4yvRFezMj9973GPoYHtJSMA83QXnuyzeq4AAAAASUVORK5CYII=
mycelium_side,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAANlBMVEW5hVyHh4eLcXOWbEp7bXODaWpsbGxqZWpzYWJqXWJ0WER5VTpaWVJZQCxZPSlINCM6KRwrHRML9GjfAAAAmElEQVR42iWKQRZCIQwDowXbGGjL/S/rw59FFjODMbjcYy6uORmOIH2MCIZHxDlYzvF2Z0zvmJvwtegko9qDERhee1bTz3s4T6PJWnW4Jk93b+xDj8G927eqDbu3j5pd6aUug7UsrLNZko4gSzFTLQlog0zYgiWQZhRMsos/ZkpT4v4lzwDIpK+uRgpmeCrloy64WK/b/Lsf+awI6SlmFSAAAAAASUVORK5CYII=
mycelium_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAIVBMVEUAAABaWVJqXWpzYWJ7bXNqZWpqXWKDhYOLcXOceYODaWrM5D75AAAAAXRSTlMAQObYZgAAAHdJREFUGBkFwYENwDAIwLCikGji/4Nnv91GuWnuwke5CyFw98b20zjj6DmTFa4Eb22Oyf3W/J7FSHOx7r5ItjvcnJ7pcnzn58RjjejSdXoV6TIZ5yO/dW0arOewWkNc8uIOwjXOeUUu7q5AL2cwvpWcnmtOuRwTP5pFBNESXS2MAAAAAElFTkSuQmCC
netherite_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAHlBMVEVaV1pNSU1IRUhMQUNDQEM7OTs8MjIxKSovKCkkHh+pMMstAAAAg0lEQVR42g2KMQ6DMBAEjx9koYgoz8JClBY/cGz6IOyayqR1msgfiPyDyL/NTTXaWbqScKVCbxI6GuncGXZVInYFD15kMgb9tsjy4A7bTKezuCm9SHoCk5YPo2frJaFz1umZMoxzIUkaBn2E10h5V/6IVSSGWOv3TlkxGFiotF9pn9b+rZceswrqgj4AAAAASUVORK5CYII=
netherrack,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAFVBMVEWFQkJyMjJlKChXISFQGxtRFRVBFhZSHStNAAAAe0lEQVR42g3JsRGDMBAEwIMK9A8UcNKrABgPud6IHIzJ7VH/NdibLl6XSfwyYUm7j3esUF2vVI3oaDOH0xHUQy8l4UgHxKLiHD/Uyg7D7fpWB4xWo2TCgzZyujBTW5C9wYrdJbcHTi15O5j/FaZtCRNc+udORmwcubrEH0CdFhUpwFc0AAAAAElFTkSuQmCC
nether_bricks,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAFVBMVEVEJCo+HiQ4GB4wGBwpFRkhERQZDRA8KiTzAAAAZ0lEQVR42l2MUQoDUAzCora9/403SnkwJmi+IvMXJNQCJDUSqXicjUe7HxmQYAkz090zj5xvtyRLZnQHw5H2ompZTvH8R+wGN76aZJzMo6m0s63OkrV/i88E7o3k7NiZJCRVk8sk+QKYNwRKjvC6MwAAAABJRU5ErkJggg==
nether_gold_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJFBMVEX//7X87kv4ryvHZB2zQxaFQkJyMjJlKChXISFQGxtRFRVBFhYr2TX0AAAAlklEQVR42g3JPQ6CMAAF4BcXD2CicWYg8QAewHgFYEbTVpg0mteWA0CMiwNp/RlNQMKu4Xb6rR/enZX6S4PKPH3W6weUWndmYYn4MCo5aT3EZiYS6Qwas4zkUSu02YfqOo2x670KtmEES1trWRA+HQ9k3qFkOAhZDzg5+3LF6oxWuf28YfEvkQaVyOFlcqtJjTszXrzUP1zFOmhTu/wQAAAAAElFTkSuQmCC
nether_portal,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAC9FBMVEU3AJs3AJw3AJ03AJ43AJ83AKA3AKE4AKI3AKI4AKM4AKQ5AKU5AKY6AKc5AKc6AKg7AKk6AKk8AKo7AKo8AKs9AKw8AKw+AK09AK0+AK4/AK9AALA/ALBBALFAALFCALJBALJDALNCALNEAbRDAbRDALRFAbVEAbVGAbZFAbZHAbdGAbdIArhIAbhHAbhKArlJArlLArpKArpMA7tMArtLArtOA7xNA7xMA7xPA71OA71QBL5QA75PA75SBL9RBL9QBL9TBcBSBMBVBcFUBcFTBcFWBsJVBsJVBcJYB8NYBsNXBsNaB8RZB8RYB8RbCMVaCMVaB8VdCcZcCcZcCMZbCMZfCsdeCsdeCcddCcdhC8hgC8hgCshfCshjDMliDMliC8lhC8llDcpkDcpkDMpjDMpnDstmDstlDstlDctoD8xnD8xnDsxrEc1qEc1qEM1pEM1pD81tEs5sEs5sEc5rEc5vFM9uE89tE89tEs9xFdBwFdBwFNBvFNBzF9FzFtFyFtFxFtFxFdF1GdJ1GNJ0GNJ0F9JzF9J3GtN2GtN2GdN1GdN6HNR5HNR5G9R4G9R4GtR8HtV7HtV7HdV6HdV6HNV+IdZ+INZ9INZ9H9Z8H9Z8HtaBI9eBIteAIteAIdd/IdeDJdiDJNiCJNiCI9iBI9iGKNmGJ9mFJ9mFJtmEJtmEJdmDJdmIKtqIKdqHKdqHKNqGKNqLLduKLNuKK9uJK9uJKtuIKtuOMNyNMNyNL9yML9yMLtyLLdyQM92QMt2PMt2PMd2OMd2OMN2TNt6SNd6SNN6RNN6RM96QM96WOd+VOd+VON+UON+UN9+TN9+TNt+YPeCYPOCXO+CXOuCWOuCWOeCbQOGbP+GaP+GaPuGZPuGZPeGeROKeQ+KdQ+KdQuKcQuKcQeKbQOKhSOOhR+OgR+OgRuOfReOeROOkTOSkS+SjS+SjSuSiSuSiSeSmT+WmTuWlTuWlTeWkTOWqVOatWeesV+erVueqVeevXOiuWuhL0/GBAAAA/HRSTlObnJ2en6ChoqKjpKWmp6eoqamqqqusrK2trq+wsLGxsrKzs7S0tLW1tra3t7i4uLm5urq7u7u8vLy9vb6+vr+/v8DAwcHBwsLCw8PDxMTExcXFxsbGxsfHx8fIyMjIycnJycrKysrLy8vLzMzMzc3Nzc3Ozs7Oz8/Pz9DQ0NDR0dHR0dLS0tLS09PT09TU1NTU1dXV1dXW1tbW1tbX19fX19jY2NjY2dnZ2dnZ2dra2tra29vb29vb3Nzc3Nzc3d3d3d3d3t7e3t7e39/f39/f3+Dg4ODg4OHh4eHh4eLi4uLi4uLj4+Pj4+Pk5OTk5OTl5eXl5ebn5+fn6OjdE3c7AAABG0lEQVR4nAEQAe/+AAs7RjU+QYrsGwsHNJGADxsAFSlCEBVnc14/Cy0zSUYYMgBEY7BPDg9pMCQ6CxqKtzlYADAai9VEChk6HxANY9ZdEjAAJhALZ7NZDCIpDVzFTQ8HQgBCTQYQiMVhODpb0mAKGWNLAGxnOg0VcG9CQGVPCA1wnGUAvEkkKB87IgYFKhgYaahqoABUNCYhIUYuCxxWFRBUr4g0AAMdJwYjj3A1MoA6N2dhTUYADyEKJLHENw0MPxoce+pUGwBGMDetoDICGhBDOgkkisE6AJA9wc85CTKqcHXRORQmj6gAVliXLQYsoZ6lT8XSPxQkoAAQLjIMG5HQWWk/MqixQQkdABlNUixTioeXGC0iJIivPTlhmUsXfFwDXgAAAABJRU5ErkJggg==
nether_quartz_ore,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAJFBMVEXq5d7Uyrq2pI6scWpvWEOFQkJyMjJlKChXISFQGxtRFRVBFhZ8xrJ/AAAAlklEQVR42gVAsQqCQBj+6gnKJwjSoa0gbqilSbAHyDU47j91y+E/rzUwwiUIvLJdCx8gfLvA52vJ/LjAtXg76k0DrSvpNZZx4ONUJJ2DopGIqS7QSl+t1kajo3Dn7Vkg6R/zUN8DWJ5tDE0EnBqlzOMI5ckfJIUDrIz6ZZbe0Ok699r8jJKVXFyCDI7i55bZ4MUpV47MH/RvNKkwNLEtAAAAAElFTkSuQmCC
nether_sprouts,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQAgMAAABinRfyAAAADFBMVEUAAAAUtIURm4UWfoZVQBV6AAAAAXRSTlMAQObYZgAAACBJREFUeNpjIBcwAjGHo4IDA0eikgODxSZjDwabzcY9ACP+BInEJaI0AAAAAElFTkSuQmCC
nether_wart_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEWsICCUGBh7AABqBABaAACyBJICAAAAYUlEQVR42gWAgQ3CQAwDDSyAEAPQiyfIZ4DW3/1nQoJpTIn1dk1Ki8bko43nMk+dOL26dPG4YVsDm5+jylQfg3yn4EaG9alEmz0vdymeXqtO8W2zjcqdChEm5B1x1kWO/AEG8hYB4ypn/gAAAABJRU5ErkJggg==
nether_wart_stage0,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAFVBMVEUAAABIAABSGBBzBAiDHCCkJCnFNDkrOFs3AAAAAXRSTlMAQObYZgAAAC9JREFUGFdjYBiKgIWFBYXBwsrGCmWwsjKCaRYWEI1gMEIoBIORGSYAZDADBcECAB5jAIzdz71WAAAAAElFTkSuQmCC
nether_wart_stage1,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAFVBMVEUAAADFNDmkJCmDHCBSGBBzBAhIAACDXjcbAAAAAXRSTlMAQObYZgAAAFBJREFUeNq1ygEKA0EMQlGj+d7/yKWzhaEH2EB4oOrtA/IYjraH47iSMnZ6FXHoVdrk+hdARdA+SxaKxz2N8NeM04WVGpZqUy0rSaVU+3t9AJdCAedmCv83AAAAAElFTkSuQmCC
nether_wart_stage2,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAFVBMVEUAAABIAABSGBBzBAiDHCCkJCnFNDkrOFs3AAAAAXRSTlMAQObYZgAAAFhJREFUGBkFwYEBwDAIwCC0/588MwAAAABgWAnA2N36Aph9mPvi6SzDwZv31laIN9Psbt+p0pJWR4czsgjvdepai97sq47dGWkKZYEqwl5Fn/pgRYCwCAL8MilGAMnskMgAAAAASUVORK5CYII=
note_block,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEWUXUF7UDlaPClaNCBBKBgpKCBTPsHrAAAAX0lEQVR42kWOwQnAIBAEV9S/4NlAyP0jWECEFKAH6b+VnMaQnd8wj8W9BgkmwBhGd2OU0M5yKB7NWSV69CmyGhVktelvwxAa4m8SWqTV1JIVRt8jRVIjVx0wZJtjfDcekHgVNm6US3cAAAAASUVORK5CYII=
oak_door_bottom,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEW4lF+1jVCAi5Wmgk2WdEFrb3p+YjdnUCxRPSS9AuqvAAAAaklEQVR42j3NwQmAMAyF4XcQ7+IKbmA2sKQdwAVEab23UK+e6tg+DBj+QyB8BGvRrYRbIfswMg+ZXXR6eHStllZzQFfcwhRcNsYTFeNi6qSSuEiMn0o1e0ymPFZTAWLq/5XQH7OyhOuxeQHPvCfahoi2hwAAAABJRU5ErkJggg==
oak_door_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAIVBMVEUAAAC4lF+1jVCAi5Wmgk2WdEFrb3pvb29+YjdnUCxRPSSkG0tuAAAAAXRSTlMAQObYZgAAAGJJREFUeNpjEHEUFBEUdBRlcA0Fg0gG0ZUzpwIRkDGBgQWIohhMJzAwAVEEQylEJJLBtUXJBYjgiqNgiiMYXCGK4dqBDIhioBoX1w4gikBY4To1NGRqsFkkg+nU0JapYSuiAFPCJ93s2sPRAAAAAElFTkSuQmCC
oak_leaves,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEUAAAC5vLmYmZh3dXdoZGjJX6haAAAAAXRSTlMAQObYZgAAAGlJREFUeNoFgAERwyAMAD8pAtJ0AgIYaAEBbI1/TTtSNOaPiyCHDqkwtVvIia7tHzB6p1IatFtW8gazuB93e1j7tBwy8PJtR4+OkW+0cDR2exThSqQeASMalo9QZe2iV8XcmbgRp5W8Rf/WMg1MmmHulQAAAABJRU5ErkJggg==
oak_log,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEWYeEmRcUJ0WjZfSitMPSY4Kxj0FtFUAAAAaklEQVR42hXGQRHDMAwEQI1VBJINwLoTgLgEaiHohD+YOPtaoaXl3BBqas6C5DeVPBkgkOXSkVDQxKpT+8kqX2ZvbrvCYcJ/XHA3iV8sdLslJhI84UnLVvIJH5qxpJXRGSG2Y5D7TXXGxgPEiBE7ybf/RAAAAABJRU5ErkJggg==
oak_log_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEXCnWK4lF+vj1WfhE2WdEF+Yjd0WjZfSitMPSYsJcj4AAAAf0lEQVR42hXJsQ3CMBAF0H/OFxGNfZHoI8gqzMIMjMFCVGwAdQCxgO8EHZKP8NrHY0vhRY3rk8BG62n7aoHpQnzPKtEpxbcAXFksjZ6vQh8+D2StRA0pVjfEQvECFYinqtD0PbX6L2szIGCBBYJLdTsFcCPm4Z5TXbE/SHgp/gPG/zIQFSN2ggAAAABJRU5ErkJggg==
oak_planks,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAFVBMVEXCnWK4lF+vj1WfhE2WdEF+YjdnUCyo+21oAAAAcElEQVR42g3CARXDIAwFwM/DAAk1kGQCVoKDDQeAA+JfQnvvwAV4XyD9CSk5hMS8yYUxR6wTG+WLjKQ3hFtvQgwX/RCbI9aIWHOjJMWrgonMzTqSuqt6RcwRZ+xALqkiJ0DJ7WZWWONO5o6zz3+ciAdixhUFVj2uwQAAAABJRU5ErkJggg==
oak_sapling,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAG1BMVEUAAABXrT9Ajy9/YTlwUy4fZRlaPx4QUhBMMhRxFB0lAAAAAXRSTlMAQObYZgAAAHBJREFUeNpjQAVMEIqRIZQBBAoUGYrdGRgYGFyCyk3SGBgYhEQdStwCQSpUzFgchAQYQHItDIwgBmuJEHsAAwMDm1ugYkgGAwODakiKhVurAgOTEpuIRwaTAkibqpMAA4jBJOEIokDKPQSgjAwGBgYArKANopKCfzUAAAAASUVORK5CYII=
oak_trapdoor,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAFVBMVEUAAACzjFGceUqLcUFzXTFiUClKPCAjShUWAAAAAXRSTlMAQObYZgAAAGlJREFUeNpdzk0OQDAQhuGPG5QTmMk4QGn3nED6Yy2h7n8E1RCJWc3ifZIP53PwrEkPLDhSnPsYLNyCxqAy8L9HkKaORtWucBlpIoGjQTNzbjK3MUjhcsf7BjKo7cfdrGjsVI6pcIN3xgWuyhqXJMApbwAAAABJRU5ErkJggg==
observer_back,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAALVBMVEWPj496enplZWVXV1dGQkI9PDw7Ozs1NDQyMjIpKSkpJiZ4BAEjIyNKAQIlAQPU+dh9AAAAkklEQVR42g3EMQrCQBAF0O8RNoh9DETrRKxFZoitMLC1QQYWLDektxCDWGgRnCvkJBYewBN4DvOKB7Ne1cxwmMABmOFZZkXqkhyvi2p31Q6fYXifxtB6v1/EpkVV+eU5xgjPfPuKNGDi+08ogpl3RyIBVbSZkjBEaLviyFDTeq19wANw89TlqEuXZFmRQ9WCatA/NeAsVZIm5gMAAAAASUVORK5CYII=
observer_back_on,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAP1BMVEWPj4+ZgYF6enqGbm5lZWVzW1tXV1f/AANGQkLUAQJSNjM9PDw7OztLLyyxAwA1NDQyMjI8KCgpKSkpJiYjIyPMTHkEAAAAjklEQVR42iWPURLDIAhEt4h2G0mNNvc/axfzYPDNDn6AlUSyNgiDAWbYWGB5q6WKItwVXFcIzZRr4b5/4o64H8MYXcVSOSgZ2C/rnJWpRB/sPOb7Mw/J6NCkgs9XQe4oyDrnPElKsWPyVbTQ1cgF4Y3sI4OIfYq3kKmxDCiiqs08EN6aybxJXMFzeG4/f/6s+Qo60cGV8gAAAABJRU5ErkJggg==
observer_front,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAANlBMVEXFxcWvr6+dnZ2Pj4+Ojo56enp5eXllZWVXV1dGQkI9PDw7Ozs1NDQyMjIpKSkpJiYjIyMAAACpyOGBAAAAgUlEQVR42h3FW0pDQRAFwDo97RN0/8vMhxC4OtOGUB/V37Bhgd7XQTnUKa+9amFOechob8YBy0iXiQqY0NeIcp6dOl0/kMkIPpqQp5GqPp8b657356ft/eW24vL4dXX97bnPzhyPR+MmxNwUXYS8+E3QTYa5hGH3TgMgWrPstWFt/60AOy9AaH1MAAAAAElFTkSuQmCC
observer_side,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAAArUlEQVQoz3VSwQ2EMAzLLkhI/SLuBXx43Ao3QZfoEl0Zt6kik/SsNHLSuETCkt443kgBgm4ppdaqWYlxBpoYFohyzr8OJkAhaGcIto7pMnwF0lZaOtK6WiwBfCuffUdc5znNiO99cynKuKsc2ZVeABIzlzomVmsY51ENL3ATPModcQ9Mp/kViZ+OYiubgH/T8Qd21X4cjnMOe4ENMqyBYxZyzonuGgLnH94hbvUAidjQKw22lpwAAAAASUVORK5CYII=
observer_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAAAAAA6mKC9AAAA5UlEQVR42j2PwUrDQBCG510akOIhJRJZnKviQQ9V0CG2IisdJFVMiYJhGhpQsUIPW0pLe8kz7Ct2Ny2d2/z8/B8fqDg+6YSIAaoYj04jUG8P+pLy/FoPNF3cR9C+Le6ejRG++a2eim4HsNvPNi9i6T3ppbO0DSovUjO2NdNq+fE3CuA4mWSlWCNU/oxZBRDpKvu0tRHG6nuqWxD2e+wKRgTLaaLPIDwfia09hvDxqkCHnS+s8YHg67rBfvkFwyyEwwb77xcm7BIcNlhfEP8LYYOtrTv3ESJSay9HOesBEzm5nT4d9LdTgWJwP0rH1QAAAABJRU5ErkJggg==
obsidian,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAD1BMVEU7J1QnHj0QDBwGAwsAAAFbDTSxAAAAaUlEQVR42gVAARGAMAj8mUA3AzhYAOUJoED/TB68Ut/xNLiFb9wVhfPpaybePs3KHJ+sqmRCVpCNBbG9+ekJvySq3hPVZI7qgl56aBihTmPph+Cyu4ng3kJ2vRSHMoQ+8FGHLU9o5FwkfyEoFb7iY82bAAAAAElFTkSuQmCC
ochre_froglight_side,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAGFBMVEX+/+z8+s3677L335LpzobZuG7XpljJnlFOdWAKAAAAZ0lEQVR42g3IsRGDQAxFwfePm3GIZDKHdODi3KdDIkjJpA6EZrPV7+K03Pblc9bx0q0ZEZXKGERmJdcMoGeZRZKiRlJFGwUINACD1YYSoMdMmLwHlwzvcSFnehfV45ur2Xx/+a97+AOIXCX3u5fK5AAAAABJRU5ErkJggg==
ochre_froglight_top,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAElBMVEX+/+z8+s3677L335LpzobZuG7GdBm7AAAAWElEQVR42lXJ2w2AMAxDUTcTOO0ENBMQsQFiA+ZnhbABiD4+uF+WD073Ujc7JCKeuCIkejdWtAw720jzyVjQUmgXg/NPMghlULJJGU6CTCb6RVXRWsmU9QUKhxS+S5di9QAAAABJRU5ErkJggg==
orange_candle,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAARklEQVQ4y2P4//8/AyWYYdQABgZFBZP/FBnwLJXh/9VIBrINYQBpBhlCfhg0Svz/P1PzP0VeABsydA2gOBBBBlAcjQNqAAD7H+4/KLE4LAAAAABJRU5ErkJggg==
orange_candle_lit,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAT0lEQVQ4y2NgGAWUA0UFk/8UGfD/bcT//yfsyTcEpBlkCPkGLNP+//+4A/kG/Gvj/P9/mQ75BjxLZfj/v1FiAA24GsnwH2QIRQaA8NA1AAChuTR8clI+IQAAAABJRU5ErkJggg==
orange_concrete,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAHlBMVEXhYwPhYwLhYgLhYgHhYQHhYQDgYQDgYADfYADeYABcZ7U/AAAAkElEQVR42gVAOw6CMBj+YtKkzC6MpAbQFVLEC3iAlh/qyIApmzGpjw3FIq4OntcglNrXa3Jwh0i4cp6QWml6X2dY2GdMU/DAfPLtYLRCtVrecx0PIM2TPpEN2CCJ5fkFjc+srH4KprDyu9sf8fpYfU1phOGtGWexAUVxyM1tgtmeO+6og1kwJcq3REFBTYqJP2c1Jw0caP6aAAAAAElFTkSuQmCC
orange_concrete_powder,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAACZElEQVQoUwXBR28bRxgA0Jlv+vYVKZLwJXECHwwYEXzJf/Q/cwqce4LIgeAir0lu4Zbpk/fw07s3sF5iDLSowzI4F3lzj5wFHJw23jtVNtG7sqDP3Vq2DcA2WOdlu8POLE7RrIkuOGtFnmVNu7+T+jaItw/Xfrv79S1FDlL07YsTQyYgJqiLfpUPr1VVjt+69fxtc5xzFv994vsX4x9/QtJgE7l+fr50AxXMbKvM6+CjGfthJZGpZRpTQmkeYPrOuRhdCc1xr/anvMicsYeXL8M6+r9+y6qqEB5TIdoDAA6YX/tFCkJwhHUJfjyP07o/KoN4SiEhmriQKstocOOlnzZrjZAsFe3S92BcACBZtR/6cP34HxGl92H8+oVkhU08r8pjBfnpIFl0Uy9pALKeabvnyMzdl6Ypxuu5aOoqg2jm9Xa9TfOK6uXpEVNZNgXnmBJK4jzmpyMG4qyhjKMYPFZmWXZ5mmAX5i6EoISchzWBBB1FTGDHm4vIhSg4v83btlnG+YbK4uGVYCjfHc1wjhFxwUESH/T0+LHDcXMesrpklMlMFGVGgjG/v98cEJXd/3DEnBljqda2qoofKzr1t2pXbdqjFBESNgBSJf/p5/ryaRz1czdiwgMtoSq43pZ5mnOBUEogpLprV4dMoCkh+/c/nx8/haGrD7tgTfnLK1jnRQiJMHy9WL0YtywesX0NmUQMbVJxyRnhYjpfmvtWf/hAVVUjplgybYMpBKu11jeLIi4Ogpf9dZWEA8GsPd2+dxRHiESEeRAPb6DeFdLxTCVecskJ8uAXGg1yFnNF9ZKinmbzP5w4cqvNnwE8AAAAAElFTkSuQmCC
orange_glazed_terracotta,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQBAMAAADt3eJSAAAAMFBMVEX5//7/5L36rUX6qT35pTf5gB0cxsYburrwZgAXrKwXqKjhYQAWo6PZXAAWnJwVd4gmSIIhAAAAm0lEQVR42gGQAG//AFXlQkTgBmZ1AFXFUzStiIt3AOzEQkzLi723AFVO7Mq4VVi2AEVOu1i1XltmAEQs2FuFVVtuADRMVQu7VbfuADPKuBBbu1buAO7L27EFRFduAAi4VbsANf92AAu1VVsxRf/2AGu15VtFVu/2AGjVVbVe5m73AGi4u+dp7mZEAGaLnv92nuROAFZu7//3ZmTuC9BDuhi0VlQAAAAASUVORK5CYII=
